uid,summary
id_2089-AGENDA_2, 제 2 대 청주시 의회 전반기 부의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 부의장 당선.
id_2089-AGENDA_3, 제 164 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2089-AGENDA_4, 제 8 대 청주시 의회 의회 전반기 의회 운영 위원회 위원장 선거를 진행함.
id_2089-AGENDA_5, 제 196 회 완주군 의회 임시회 제 1 차 본회의개의선포.
id_2089-AGENDA_6, 제 155 회 완주군 의회 임시회 회기는 10 월 16 일부터 10 월 27 일까지 5 일 간으로 가결됨.
id_2089-AGENDA_7, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 하재성 의원 당선.
id_2089-AGENDA_8, 제 96 회 음성군 의회 임시회 제 1 차 본회의개의선포.
id_2089-AGENDA_9, 제 2 차 정례회 기간 중 9 일 간에 개의선포.
id_2089-AGENDA_10, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2089-AGENDA_11, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 김현기 의원 39 표로 김현기 의원 당선.
id_2089-AGENDA_12, 제 2 대 청주시 의회 전반기 부의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 부의장 부의장 당선.
id_2089-AGENDA_13, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2089-AGENDA_14, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2090-AGENDA_1, 제 164 회 제 2 차 정례회 회의록 서명 의원으로 정태완 의원과 이한철 의원이 선출됨.
id_2090-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2090-AGENDA_3, 제 164 회 제 2 차 정례회 휴회의건은 예산 결산 특별 위원회 활동 의사일정으로 갈음함.
id_2090-AGENDA_4," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원으로 행정 문화 위원회 이영신 의원 , 양영순 의원 , 경제 환경 환경 환경 위원회 이재숙 의원 , 복지 교육 위원회 이재숙 의원 , 복지 교육 위원회 김미자 의원 , 농업 정책 위원회 홍성각 의원 , 도시 건설 위원회 이재길 의원 , 박완희이 선임됨."
id_2090-AGENDA_5, 제 99 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2090-AGENDA_6, 제 164 회 제 2 차 정례회 휴회의건은 행정 사무 감사 특별 위원회 활동을 하고자 하는 의사일정으로 갈음함.
id_2090-AGENDA_7," 제 164 회 제 2 차 정례회 휴회의건은 2005 년도 제 3 회 세입 , 세출 추가 경정 예산안 심의를 위하여 예산 결산 특별 위원회를 구성하는 의사일정으로 갈음함."
id_2090-AGENDA_8, 제 2 차 정례회 휴회의건은 의사일정에 대한 제 2 차 본회의 중 의사일정으로 갈음함.
id_2091-AGENDA_1," 제 2 대 청주시 의회 전반기 의회 운영 위원회 위원으로 행정 문화 위원회 이영신 의원 , 양영순 의원 , 경제 환경 위원회 이재숙 의원 , 최동식 의원 , 복지 교육 위원회 이재숙 의원 , 농업 정책 위원회 임정수 의원 , 전규식 의원 , 도시 건설 위원회 이재길 의원 , 홍성각 의원 , 도시 건설 위원회 이재길 의원 , 이현주 의원이 선임됨."
id_2091-AGENDA_2, 제 164 회 제 2 차 정례회 제 8 차 본회의휴회의건은 감사 계획서 작성 등 행정 사무 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2091-AGENDA_3, 제 164 회 제 2 차 정례회 휴회의건은 회기 중 예산 결산 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2092-AGENDA_1," 제 8 대 완주군 의회 전반기 의장 선거는 총 8 표 중에서 윤병승 의원 5 표로 남궁유 의원 당선 . 제 2 차 정례회 제 2 차 투표는 2 차 본회의는 총 10 표 중에서 정태완 의원 6 표 , 정지태 의원 6 표 동률로 재투표 , 정지태 의원 4 차 투표에서 정태완 의원 당선 . 제 5 대 완주군 완주"
id_2092-AGENDA_2, 제 164 회 제 2 차 정례회 회의록 서명 의원으로 정태완 의원과 이한철 의원이 선출됨.
id_2092-AGENDA_3, 제 2 차 정례회 기간 중 9 일 간의일정으로 행정 사무 감사를 실시하기 위하여 의사일정 변경을 조례를 구성하고자 하는 것으로 해당 안건은 가결됨.
id_2092-AGENDA_4, 제 96 회 완주군 의회 임시회 회기는 7 월 7 일부터 7 월 11 일까지 7 일 간으로 가결됨.
id_2092-AGENDA_5," 제 2 회 세입 세출 추가 경정 예산안 심의를 위해 예산 결산 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 위원은 이희창 의원 , 서제일 의원 , 박웅배 의원 , 김순길 의원 , 박종관 의원 , 홍의환 의원 , 김영석 의원 , 이용칠 의원 , 조정석 의원 , 임원규 의원 , 김호성 의원 , 남준우 의원으로 구성함. 해"
id_2093-AGENDA_1, 제 78 회 완주군 의회 임시회 회기는 7 월 16 일부터 7 월 25 일까지 7 일 간으로 가결됨.
id_2093-AGENDA_2," 제 2 차 정례회 회의록 서명 의원으로 송지용 의원 , 박웅배 의원 , 박웅배 의원이 선출됨."
id_2093-AGENDA_3, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2093-AGENDA_4," 제 2 차 정례회 기간 중 9 일 간 행정 사무 감사를 실시하고 행정 감사를 실시하기 위해 감사 특별 위원회를 구성하고자함. 행정 사무 감사 특별 위원회는 이희창 의원 , 남궁유 의원 , 남궁유 의원 , 김우식 의원 , 고재협 의원 , 김성채 의원 , 김우식 의원 , 고재협 의원 , 김성채 의원 , 진의장 의원 "
id_2093-AGENDA_5," 제 2 차 정례회의시 행정 사무 감사 실시를 위해 행정 감사 특별 위원회를 구성하고자함. 예산 결산 특별 위원회 위원은 이희창 의원 , 안 성근 의원 , 소학영 의원 , 함정구 의원 , 이석환 의원 , 홍의환 의원 , 김영석 의원 , 이용칠 의원 , 조정석 의원 , 조정석 의원 , 이진철 의원 , 박용규 의원 , 남대일 의원으"
id_2093-AGENDA_6," 제 8 대 완주군 의회 전반기 의장 선거 선거는 총 6 표 중에서 임 옥순 의원 당선 . 부의장 선거는 총 8 표 중에서 윤창규 의원 4 표 , 김윤희 의원 1 표로 윤창규 의원 당선."
id_2093-AGENDA_7, 제 155 회 임시회 휴회의건은 회기 중 예산 결산 특별 위원회 활동 의사일정으로 갈음함.
id_2093-AGENDA_8, 제 154 회 임시회 회의록 서명 의원으로 이한철 의원과 윤병승 의원이 선출됨.
id_2094-AGENDA_1, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2094-AGENDA_2," 제 8 대 완주군 의회 운영 위원회 위원장 선거는 총 6 표 중에서 윤병승 의원 5 표로 윤창규 의원 당선 . 제 2 차 투표는 총 8 표 중에서 총 6 표 , 정지태 의원 4 표로 윤창규 의원 당선 . 제 2 차 투표는 윤창규 의원 4 표로 김영섭 의원 당선."
id_2094-AGENDA_3," 제 2 차 정례회 기간 중 9 월 17 일 간 실시한 행정 사무 감사를 실시하기 위해 행정 사무 감사 특별 위원회를 구성하고자함. 특별 위원회는 9 월 28 일부터 9 월 28 일까지 3 일 간 운영함. 행정 사무 감사 특별 위원회 위원은 이한철 의원 , 윤병승 의원 , 윤병승 의원 "
id_2094-AGENDA_4, 제 8 대 완주군 의회 운영 위원회 위원장 선거는 총 6 표 중에서 윤 수봉 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 윤 수봉 의원 1 표로 윤 수봉 의원 당선 . 산업 건설 위원장 선거는 총 6 표 중에서 임 귀현 의원 6 표로 윤 수봉 의원 당선.
id_2094-AGENDA_5, 제 164 회 제 2 차 정례회 휴회의건은 주요 사업 현지 확인 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2094-AGENDA_6, 제 176 회 완주군 의회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2094-AGENDA_7, 제 164 회 제 2 차 정례회 제 8 차 본회의개의선포.
id_2094-AGENDA_8, 제 8 대 청주시 의회 전반기 의회 운영 위원회 간사로 최찬영 의원이 선임됨.
id_2094-AGENDA_9, 제 164 회 완주군 의회 임시회 회기는 10 월 21 일부터 10 월 22 일까지 8 일 간으로 가결됨.
id_2095-AGENDA_1," 제 8 대 완주군 의회 운영 위원회 간사로 이인숙 의원 , 이인숙 의원이 선임됨."
id_2095-AGENDA_2, 제 96 회 완주군 의회 임시회 회기는 7 월 7 일부터 7 월 11 일까지 9 일 간으로 가결됨.
id_2095-AGENDA_3, 제 164 회 제 2 차 정례회 제 1 차 본회의휴회의건은 감사 특별 위원회 활동을 하는 의사일정으로 갈음함.
id_2095-AGENDA_4, 제 2 대 청주시 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 부의장 당선 . 부의장 선거는 총 39 표 중에서 김현기 의원 2 표로 김현기 의원 당선.
id_2095-AGENDA_5, 제 164 회 제 2 차 정례회 제 1 차 본회의휴회가 의사일정으로 갈음함.
id_2095-AGENDA_6," 제 8 대 완주군 의회 전반기 의장 선거는 총 6 표 중에서 임 귀현 의원 6 표로 서남용 의원 당선 . 자치행정 위원장 선거는 총 6 표 중에서 최 등원 의원 6 표 , 이인숙 의원 , 임 귀현 의원 1 표로 임 귀현 의원 당선 . 산업 건설 위원회 위원장 선거는 총 6 표 중에서 임 귀현 의원 당선"
id_2095-AGENDA_7, 제 8 대 완주군 의회 전반기 의장 선거는 총 투표수 39 표 중에서 하재성 의원 39 표로 김현기 의원 부의장 부의장 부의장 부의장 선거는 총 39 표로 김현기 의원 당선 . 부의장 선거는 총 8 표 중에서 임 귀현 의원 6 표로 임 옥순 의원 당선.
id_2095-AGENDA_8, 제 78 회 완주군 의회 제 1 차 정례회 제 1 차 본회의개의선포.
id_2095-AGENDA_9," 제 8 대 완주군 의회 전반기 상임 위원장 선거를 진행함. 의회 운영 위원장 선거는 총 10 표 중에서 이인숙 의원 9 표 , 임 귀현 의원 1 표로 서남용 의원 당선 . 자치행정 위원장 선거는 총 10 표 중에서 유 의식 의원 6 표 , 임 귀현 의원 1 표로 윤 수봉 의원 당선 . 산업 건설 위원장 선"
id_2096-AGENDA_1," 제 2 차 정례회 회의록 서명 의원으로 김우식 의원 , 반광홍 의원이 선출됨."
id_2096-AGENDA_2, 제 164 회 제 2 차 정례회 제 1 차 본회의개의선포.
id_2096-AGENDA_3, 제 8 대 완주군 의회 전반기 의장 선거는 총 10 표 중에서 정성모 의원 5 표로 위원장 선거를 득표하면서 진 의장 선거를 득표하면서 진 의장 선거를 선임함.
id_2096-AGENDA_4, 제 2 대 청주시 의회 전반기 의회 운영 휘 원회 위원장 선거는 총 투표수 39 표 중에서 윤 수봉 의원 39 표로 윤 수봉 의원 당선 . 자치행정 위원회 위원장 선거는 총 투표수 39 표로 김현기 의원 당선 . 자치행정 위원장 선거는 총 11 표 중에서 임 귀현 의원 2 표로 임 귀현 의원 당선.
id_2096-AGENDA_5, 제 8 회 완주군 의회 임시회 회의록 서명 의원으로 이향자 의원과 이향자 의원이 선출됨.
id_2096-AGENDA_6, 제 164 회 완주군 의회 임시회 회기는 7 월 7 일 1 일 간으로 가결됨.
